Beat1,Beat2,Correlation
1712,1233,0.859867480837007
0324,2531,0.8598593168495001
2212,1622,0.8598207529714396
0612,0431,0.8598125090777853
1231,0422,0.8598042017572042
1033,1922,0.8597955249140123
2523,1612,0.8597803744561903
2213,2521,0.859757474498197
0614,0511,0.8597142014830211
1431,2433,0.8596728770991493
0333,0814,0.8596635565244569
1811,0533,0.859650478309605
2012,2514,0.8596331613198851
1112,1933,0.8596173089300927
2512,1134,0.8596109681313452
0911,2211,0.8595926108700528
0522,1733,0.8595896553375059
1233,0531,0.8595893138747106
0313,2234,0.8595715476239841
0524,0921,0.8595470436413043
0714,2031,0.8595438327499976
2023,2423,0.8595095256281026
1231,0923,0.8594905805458534
0726,0215,0.8594682213239913
1522,2013,0.8594142160649654
1711,0121,0.8594097907766783
0112,0123,0.8594090176230471
0333,1511,0.859398738425419
2411,1221,0.8593925193128986
2213,1931,0.8593708354667969
0715,0822,0.8592842382966672
2032,0933,0.8592795016479413
1914,0915,0.8592726389777576
0935,1223,0.8592371951168845
0423,1113,0.8592351134888919
0430,0923,0.8591827897934031
0734,0222,0.8591540889407131
1621,0821,0.8591321438382236
0532,2422,0.8591308016126744
1832,0712,0.8591222550198216
0725,0934,0.8591028846587934
1655,0413,0.8590937215519397
1422,0823,0.8590818955702219
1613,0832,0.8590785652799495
1034,2031,0.8590723630791037
2234,0431,0.8590639361628554
0714,2532,0.8590638895736825
0414,0431,0.8590512141779769
2432,0925,0.8590238270029525
1821,2024,0.8590172255205001
1124,1524,0.8590050388589029
1222,0322,0.8589951807699019
0511,1032,0.8589945304415605
1231,0313,0.8589589065206196
1711,1125,0.8589574466509853
1812,0933,0.8588900517801963
0934,0112,0.8588842257157835
2514,0712,0.8588829796148112
0734,2011,0.8588557577629587
1924,0214,0.8588531973921544
0921,1124,0.8588050416328673
1622,2533,0.8587538174776762
0322,1913,0.8587502895396256
1222,1032,0.8587435476787721
2431,1232,0.8586787365520178
0235,0431,0.858655273265631
0723,0123,0.8586035538437987
0815,0411,0.858536639770897
0723,1831,0.8585224571914598
0123,1634,0.8585006566575839
1812,2511,0.8584960544575931
0712,0621,0.8584532922021488
0935,1732,0.8584109975121509
2011,0712,0.8583968595484486
1214,1813,0.8583943563957225
1432,1921,0.8583748386237366
1911,0524,0.8583357136998665
1832,1225,0.8583299496417309
0434,0712,0.8583157196324308
1434,0614,0.8582995201879535
0412,0633,0.8582541476472524
2535,0815,0.8582221177566179
2033,0112,0.8582164621607588
2011,0715,0.8582105039099833
0414,2511,0.8582098076138208
0532,1631,0.8581906592476244
1233,1012,0.8581717420360281
1652,0734,0.8580767985963603
0333,0811,0.8580767631077019
0412,0331,0.8580250737119383
0815,0511,0.8580080073380748
1914,0533,0.8578473444474206
0913,1924,0.8578451850815081
0835,0725,0.8578424923935859
0313,1214,0.8578147640311368
1031,2515,0.8578118690364197
0821,0623,0.8577793807205885
1933,1914,0.8576804348711506
0321,0333,0.8576727940619429
0112,1654,0.8576726574045586
2411,0733,0.8576414480859805
0924,0212,0.8576319642637359
1722,0834,0.8576236901085217
2511,0411,0.8576148183720829
0112,2213,0.8576136464720258
1432,0623,0.8576037299063914
0914,1831,0.8575988495647979
0424,0113,0.8575455905736762
0624,2012,0.8575276741585713
1912,1712,0.8575021675568251
1821,1124,0.857499595976488
0235,1513,0.8574874294224727
1631,1013,0.8574510179966681
0612,0724,0.857352866070301
1411,0311,0.8573397785743346
1424,1724,0.8573390445334199
0924,0735,0.8573002841936248
0433,0714,0.8572730894694386
1724,0233,0.8572445158039252
0913,1113,0.8572178551167215
0922,2524,0.8572056581727856
0214,0322,0.8571396099775281
0313,1812,0.8571265826911986
0825,1123,0.8571178415799618
1121,2532,0.8571111663015397
1814,0522,0.8570829447077488
1812,1833,0.8570730850014145
2412,1011,0.857059861134827
0111,0913,0.8570196197766045
0314,1215,0.8569824601736938
1912,1221,0.8569550468368466
0924,0424,0.8569526269396561
0331,0511,0.8568517154594317
0123,0215,0.8568184960047835
1511,0915,0.8567576790174686
2212,1732,0.8567321223971786
1724,0234,0.8567260294478424
1622,1732,0.8567033474488324
1233,2211,0.8567024978500813
0323,0924,0.8566704427636164
1833,2533,0.8566700351588236
0724,0423,0.8566313947857144
1911,1423,0.8566152727216328
0631,2524,0.8566144251972145
2024,2411,0.8565176100218248
0313,2013,0.8564988672482776
0621,0832,0.8564787896420336
2412,1125,0.8564426000377462
1713,0922,0.8564137053636021
1731,0422,0.8563726206253688
0430,0225,0.8563388116620415
1654,1413,0.8563319712899636
1131,1234,0.8563177657229604
1113,0231,0.856303907630608
1422,0215,0.8562769083785765
2233,0122,0.8562347669907466
1633,1654,0.8561820349664134
1934,0123,0.856147484179426
1654,0524,0.8560936977483468
1711,0631,0.8560593140491789
2212,0712,0.8559918418363748
1412,0124,0.8559433164056971
0314,0411,0.8558805247288367
1124,2432,0.8558197498126615
0321,1431,0.8557749680829757
0411,1832,0.8557634622693056
1024,1621,0.8557300717924466
1124,1414,0.8557106077870951
0824,1031,0.8556793227505677
1113,0211,0.8556648362290686
2512,0621,0.8556109179203623
2513,0214,0.8555942977728072
0921,0831,0.8555449618096553
0734,0913,0.8555437407929364
1931,0833,0.855537050719839
0533,1513,0.8555367060462675
0414,1124,0.8555318279568548
2513,0322,0.8555303732882866
1024,1115,0.8555073056370243
2412,1223,0.8554826391428192
1933,0915,0.8554681388652116
1612,0634,0.855454014572784
2524,1431,0.8554489179296035
2514,1223,0.8554387768264334
0624,2511,0.8554373292922355
2535,0623,0.855437038789859
0623,0231,0.8553655534996057
0622,1655,0.8553190477023931
0224,0225,0.8552858059928813
1215,0911,0.8552705955712412
2424,0513,0.8551607507693125
1823,0331,0.8551539990186323
0323,2514,0.8551489039201365
1831,0413,0.8551479835341509
1421,1814,0.8551392787721055
0532,2233,0.8551337960934965
0621,2233,0.8551306260299969
1012,1132,0.8551056637628164
0824,2222,0.8550710192904694
1824,1424,0.854938904600829
1024,1234,0.8547959554833701
2012,2535,0.8547872147034208
0431,1821,0.8547817991889171
0313,0423,0.8547549536388432
0631,0921,0.8547232229376329
0431,1923,0.8546341656974032
0234,1532,0.8546089731830818
2432,1423,0.8545736901548419
1532,1922,0.8545708303943694
2525,2023,0.8545204523327962
0414,0323,0.8544821029331711
0921,0722,0.8544772726231404
0833,0811,0.8543221419644865
1724,0911,0.8543156874042226
0225,0724,0.8543115694496082
1831,1931,0.8543079214868993
0812,1115,0.8543031399978198
0432,0912,0.8542653622031751
1834,0631,0.8542019847234832
0623,1113,0.8541651654374306
1621,2511,0.8540947936781937
0122,0413,0.8540816002863855
1431,0932,0.8540799745377445
2411,1623,0.8540729356218696
1134,1724,0.8540505120657814
1653,0733,0.8540190370332854
1215,1113,0.8540005050032291
0624,1821,0.8539471312825955
1511,0433,0.8539396066601982
1931,0933,0.8539318162894088
0224,0131,0.8539297650946214
1722,1422,0.8538670953994738
2424,1921,0.8538497862582594
1013,2515,0.8538304244128951
1212,0532,0.8538283563185287
1214,1135,0.8537039646310448
2211,2535,0.853644962166614
1421,0632,0.8536428474588911
2433,1524,0.8536378697308968
2535,1225,0.8536158775211432
0714,2511,0.8536098775337408
2522,1213,0.8535473490358111
0224,1934,0.8535387603048977
0511,0222,0.8535314315158329
1713,0131,0.8535209338990831
2535,2533,0.8535030691630977
1423,0221,0.8534653183521039
2422,1214,0.8534492174794472
0411,1914,0.853431486192177
0631,2411,0.8534001677193284
1215,0734,0.8533850517862349
1011,1731,0.8533409063047653
1911,1124,0.8533350172549982
0222,0221,0.8533318038020299
0323,1634,0.8533217823263481
0933,0423,0.8533208201872059
0734,1921,0.8532995604995598
0932,2424,0.8532989265317195
2423,0722,0.8532720096088863
2221,1414,0.853269795556177
0812,0231,0.8532690764007734
0224,1531,0.8532038715232293
1834,1522,0.8532013634379984
0831,0833,0.8531369956161104
0211,0434,0.8531174313229128
1812,1731,0.8530799691521902
1134,1811,0.8530779444821321
1013,1711,0.8529903705294558
0214,1613,0.8529505743533463
0834,0612,0.8529476571944046
0633,1125,0.8529375925238765
2032,1523,0.852882866893741
0221,2512,0.8528023326500808
1923,1134,0.8527792682681294
0724,1513,0.8527724997910534
1622,0235,0.8527067452274708
0631,2424,0.8526139081958882
1655,1223,0.8525284392496484
1934,1531,0.8525225990478054
2211,0531,0.8525127003962201
1651,0522,0.8525014029050015
0632,0232,0.8524942529415515
1513,1655,0.8524529215119292
0222,0411,0.8524339996440974
1132,1822,0.8524149692817717
0121,2411,0.8523579646606088
0423,1813,0.8523553822821582
0911,1421,0.8523500765233928
0414,1132,0.8523143169519664
1225,1824,0.8523126054507116
0323,2411,0.8522882489033153
0815,0734,0.8521870859460251
1822,1912,0.8521806954116006
1422,1934,0.8521800989580157
1131,0813,0.8521498775867224
1532,2033,0.8521468040725938
0831,0711,0.8521244751176682
2512,0532,0.852079385880283
1655,0713,0.8520321396615367
1411,1522,0.8520121103790019
1522,1822,0.8519691932501098
0235,1013,0.8519292440999656
1935,0314,0.8519072972724399
2532,1724,0.8519052631160003
1632,0924,0.8519011602012195
2033,0814,0.8518966324478116
0823,1132,0.8518250479827792
0831,0333,0.8518161107547646
1021,2022,0.8517696830135063
0733,1822,0.8517598268875899
1524,0935,0.8517181858263452
0532,0832,0.8516927810760484
0334,1834,0.8516537479500201
0322,0113,0.8515847801513242
0831,2515,0.8515409339363446
2412,0225,0.8514817263064419
0313,1223,0.8514494739116326
1531,2411,0.8514118228797413
0725,0213,0.8514018898279262
0811,0532,0.851340466572925
0833,0532,0.8513399890949336
1611,0511,0.8513235584081829
1034,0732,0.8513085784457267
1654,1915,0.8512719594070267
0423,0832,0.8512684864398217
2433,1732,0.851260711299114
2523,1124,0.8512604223227612
1212,1523,0.8512438639365792
1833,0433,0.8512388419714764
0933,1214,0.8511428363690259
1832,2535,0.8511078265135364
0431,0513,0.8510668559741682
2535,1132,0.8509950107882749
0733,0922,0.8509842318727998
1631,1232,0.8509550607440808
0835,1624,0.8509507748973685
0915,0321,0.8509476622503137
2412,1531,0.8509312577919519
1824,1033,0.8509292834696117
1215,1033,0.8509071993264089
0621,0833,0.8509027886241838
0611,1712,0.8508691309547202
0812,1654,0.8508265401951868
1654,0921,0.8507909234085117
1631,2213,0.8507892853384056
2211,0711,0.8507726649594941
0111,0711,0.8507713971029958
1215,0531,0.8507113459225895
0222,0332,0.8506657292071269
2223,1135,0.8506369587371795
1624,2222,0.8505343634587393
1221,1834,0.8505020092350122
1132,0224,0.850424553726337
0913,0711,0.8504214890948849
1933,1431,0.8503711062522531
1135,1834,0.8503409026399626
0814,0321,0.8503291355397633
1914,1224,0.8503171324661664
1032,0222,0.8503033065216221
0713,2412,0.8503009973702219
1622,1924,0.8502951304664429
2213,1523,0.8502501961582413
0215,2431,0.8502047742056145
1533,1622,0.8502022350024812
0433,2011,0.8501608771591012
1211,1021,0.8501539694192778
0823,1111,0.8501475806571991
2234,0731,0.8501100258827708
1424,0411,0.8500762825682155
0121,2514,0.8500487511477279
0121,1812,0.8500484898719801
0423,0235,0.8500394361273842
1032,1434,0.8500378983254082
0434,2535,0.8500079361767502
1812,0214,0.8499867732733926
2024,2223,0.8499774437290746
0812,1914,0.8499555373001485
2524,0123,0.8499217936021531
1423,1532,0.8498971227534156
1722,0722,0.8497932614574787
0812,1631,0.8497926397817142
0322,1533,0.8497748350728073
1115,0433,0.84975382957365
2211,1924,0.8497270057814109
0411,1513,0.8497124737470524
0712,1613,0.849688923888883
0611,2523,0.8496863336582848
2535,2523,0.8496458465020079
0913,0331,0.8496113568473453
0823,0323,0.8496112479735544
1125,1832,0.8496018813361501
0323,1522,0.849588308534397
0423,0134,0.8495683826452102
1212,2412,0.8495558797534487
1115,1813,0.849533427616759
1032,1012,0.8494894060228775
0434,1114,0.8493895006212924
1922,2424,0.8493819625364334
2523,1423,0.8493801194516035
1212,0312,0.8493604035797815
0933,0334,0.8493313661090006
0815,1113,0.8493068820902737
0423,1135,0.8492238797247195
1135,1813,0.8492166460811912
1713,1132,0.8492134699171141
2523,0234,0.84921044460125
1424,2011,0.8491927325567017
2024,1824,0.8491882315142348
1125,0921,0.8491817448194877
1225,1012,0.8491527917219609
0234,0935,0.8490867887972664
1024,2431,0.8490553002474547
1422,2013,0.8490308180547582
2412,0414,0.848999091821568
0523,0132,0.8489791507291498
0831,0932,0.8489307917767241
0833,1234,0.8489298446069569
1733,1222,0.8489248276516916
2512,0222,0.8489100814252676
1135,0432,0.8488937817286082
1813,0234,0.8488453928754285
0513,2432,0.8488252812555751
0421,2022,0.8488175933685571
0934,0732,0.8488172585581483
1423,1414,0.8487876808928579
1524,0215,0.8487642820028077
1912,1413,0.8487223671581217
1921,0312,0.8487094374821105
0222,0735,0.8487012463866588
0214,1212,0.8486644977340252
0821,1214,0.8486283527044933
0612,0623,0.8486148376499468
0724,0231,0.8485633113327273
2032,2213,0.8485484035047883
1034,0812,0.8485259976171056
0323,1623,0.8485127303022703
1013,1812,0.8484996956626696
0933,1422,0.8484742360735912
0612,1923,0.8484724700477908
1135,0935,0.8484301621832441
1233,0424,0.8483270053771125
1211,1114,0.8482997507409628
1653,1222,0.8482681009549645
0231,0934,0.8482668647948469
0622,1523,0.8482614074133776
0334,2212,0.8481778977130338
2521,0213,0.8481266253125476
1824,0924,0.8481180789301814
0611,2012,0.8480955963178285
2523,1731,0.8480850973435087
1131,2423,0.8480756121524613
0925,0323,0.8480442892577006
2522,1811,0.8480046004931205
2212,0923,0.8479991697008717
0531,1624,0.8479786741445582
0433,0921,0.8479279124524481
1631,0824,0.8479005060871005
2523,1923,0.8478896097884995
1214,0723,0.8478333291836501
1113,0711,0.847827968091771
0334,1922,0.8478187304769624
2424,1222,0.8477619893162696
0322,0131,0.8477061872650945
1732,2523,0.8476802317156482
0234,1432,0.847634723923685
0231,1225,0.8476129094655239
1134,0734,0.8475824511314839
1821,1011,0.8475494213165375
1111,1713,0.8475143710572305
0933,1432,0.8474804655866184
1115,2524,0.8474709543478319
0823,1221,0.8474336670044637
1711,1831,0.847402097134686
2013,2234,0.8473831344198701
2011,1631,0.8473480287776383
0712,0223,0.8473432707290811
0722,1512,0.8473025604174453
2024,1923,0.8472695280062171
1124,2433,0.8472293735221063
1215,0711,0.8472278451614406
2515,2211,0.84720393182769
1431,0123,0.8472032111532659
1934,0912,0.8471385981549404
1222,1012,0.8471199097683665
0233,1621,0.8471157052278755
0832,1731,0.8471107827317704
0632,0924,0.8471032769138956
2024,1822,0.8470976001404599
0113,2012,0.8470396828566626
0913,1922,0.8470250018133967
0932,1223,0.8469977161605101
1125,0233,0.8469397466267292
0524,0414,0.846919248688117
0821,2233,0.8468931263659621
0921,1811,0.846885376797804
2533,2223,0.8468832380635148
0623,0932,0.84686529323509
0234,0622,0.8468640948230645
2532,0614,0.8468055761678801
0622,1652,0.846765042537414
1924,2212,0.8467414052511457
2011,0835,0.8466945212631274
1914,0735,0.8466487250040844
0734,0423,0.8466056072275177
1732,1911,0.846601219669195
0223,1113,0.8465930799235103
2513,1834,0.8465708054053723
1823,1935,0.8465645770101724
0935,0713,0.8464814173032977
1621,1832,0.8464430699404912
1222,0815,0.8464291384437167
1212,2514,0.846393313525266
0433,1225,0.846324484662075
0714,1215,0.8463106646025383
0634,2022,0.846304809109793
1652,1613,0.8462441654195185
0421,2221,0.8462268050553536
1813,0631,0.8461039253038072
1215,0924,0.8460716665746094
1212,0221,0.8460681172622019
0431,1024,0.8460422274063532
1811,0711,0.8460396272043689
2033,1431,0.8459874198025817
0723,1511,0.8459799721890864
1212,0222,0.8459737393376515
0921,0123,0.8459473870908022
1652,0112,0.8459378744952116
1115,1912,0.8459321144308845
1125,0724,0.8459094733672967
1233,0633,0.8458911108152254
1925,1832,0.8458707825868328
1221,1812,0.8458449760781164
0413,1221,0.8458441940556449
0713,1431,0.8458229880465431
0513,0221,0.845803165981802
1233,1833,0.8457874915617727
0232,2433,0.84576453231827
2423,1933,0.8457554717673379
0925,0632,0.8457512682747826
0824,1652,0.8456640657831935
0224,2514,0.8456515753834052
1613,0234,0.8456399532595823
1433,0132,0.8456216939988427
1431,1532,0.8456105103323897
1011,1413,0.845595894568097
0624,1014,0.8455879734685346
2511,0114,0.8455484845145014
0334,0211,0.845530671038321
0915,0934,0.8454969812598331
0612,1132,0.845492217598267
1713,0733,0.8454724816317861
2223,2234,0.8454287026534923
0811,2512,0.8454272476108387
2012,1522,0.8453827135051534
1933,0513,0.8453790670846099
2521,1512,0.8453770970834334
1123,1114,0.845376643875551
0832,1111,0.8453245328301754
0923,1824,0.8451496538407445
0824,2023,0.8450741392649685
1222,1621,0.8450550785721018
0726,0512,0.8450269432851573
0612,0131,0.845014794734211
2013,0513,0.8449698020018136
2531,1411,0.8449552624407782
0124,1524,0.8448922362936715
0824,0711,0.8448918796328101
1423,0713,0.8448547842002362
0235,0233,0.8447893297166221
0431,0323,0.8447721679336633
0313,0823,0.8447717665767641
0633,0831,0.8447543594450565
1214,0832,0.8446540939014442
0434,1033,0.8446433333749954
0211,0312,0.8446366526286535
0925,1713,0.8446266853605221
1113,0133,0.844602393112767
2511,1115,0.8445905831281035
2212,2424,0.8445834057506525
1033,1933,0.8445484245209544
0834,1033,0.8445361155211482
0424,1222,0.8445134352240218
0912,1924,0.8443478528961683
0133,2512,0.8443303829214016
1822,1731,0.844328645690944
0912,1911,0.8443229979380608
0734,1925,0.8443050209251501
0711,2031,0.8442541162315979
0832,0431,0.8442372701927732
1134,1113,0.8442139456670477
1431,0722,0.8441518951176027
1911,2234,0.844144245712296
1221,1011,0.844110402922892
1135,2234,0.8440415268119004
1135,0812,0.8440210457096117
0913,1233,0.8440080330985287
1621,2031,0.8440018616165802
0723,0832,0.8439439971300488
1223,0922,0.8439409557191383
1833,1134,0.8439149703181654
0921,1214,0.8438952759761938
0413,1813,0.8438642436549405
0923,1915,0.8438356599402017
0214,0114,0.8438244437482958
2233,2534,0.8438176621721117
1631,0712,0.8438107664364374
2511,0713,0.8437552191326582
1132,1222,0.8436621335377804
1823,1114,0.8436510942055029
1224,1112,0.8436090203553136
0935,2424,0.8435902047284767
0823,1522,0.8435554086084882
1923,1622,0.8435516746508437
0821,0133,0.8435480412171252
2033,0823,0.8435342242962311
0623,0921,0.8435110405861802
0312,0913,0.8434477989576428
2524,1422,0.8434194475198422
1113,1925,0.8434130232560254
1631,2431,0.8434101114870508
1811,1232,0.8433992795946754
0133,1813,0.8433576114864216
1922,2523,0.8433466412830777
0614,1611,0.8433307810445148
0411,1731,0.843327449928925
0124,0513,0.8432881906603181
2532,1212,0.8432802922482856
1621,0921,0.8432770690126768
1923,0912,0.8432603751400628
1823,2522,0.8432586153983241
1654,0334,0.8432261590937113
2212,1921,0.843224757503011
1533,1913,0.84321580547631
1631,0934,0.8432038138760005
0131,0933,0.8431882631918879
0333,0934,0.8431660533657738
1132,1712,0.8430810231611817
0232,1431,0.842980586718949
0833,2532,0.8429804105143988
0832,0131,0.8429569361941248
1412,2433,0.8429451467084538
2523,0211,0.8429342294300134
1222,0212,0.8428884654030424
0331,1222,0.8428723436425685
1531,2234,0.8428637987091835
1935,0434,0.842862705222505
2423,0735,0.8428457044479082
1214,1121,0.8428427887196306
0924,0935,0.8428218120829488
0323,0131,0.8428211864778783
1431,0522,0.8427995724117707
2013,0432,0.8427511546672188
1711,1132,0.8427388460888192
2422,1613,0.842713728836242
2213,1914,0.8426509155315652
1432,1135,0.842637888403091
0931,2222,0.8426031134573121
0523,1131,0.8425684727229933
2223,2524,0.8425428399913626
1711,0724,0.8425090246329349
2033,2512,0.8424125368988746
1024,0833,0.8424117155058165
2515,0913,0.8423867523061728
1023,0915,0.8423844831905886
1731,1924,0.8423547250848545
1011,1651,0.8423531586364627
1922,0314,0.8423422157582596
0814,2212,0.8423224685169854
1434,1614,0.8422753995886814
2013,1132,0.8422457274894685
1621,0111,0.8422373305538676
2013,0114,0.8422336927599846
1922,2024,0.8421987832239879
0533,0722,0.8421653332792594
1224,1134,0.8421592498097491
0313,1831,0.8421273955532281
0112,2031,0.8420928675800735
0921,0223,0.842081197896075
1225,1822,0.8420648733823225
0712,2033,0.8420523559240954
2515,1215,0.8420242806329357
1112,0814,0.8419946806280654
0123,0621,0.8419312293246991
2223,1654,0.8418806630500087
0215,2433,0.841841589678609
0712,2532,0.8418071465543104
1823,0712,0.8418038119595718
1922,1135,0.8418021458379045
2411,0131,0.8417917928721413
2512,0533,0.841780803015737
0834,0123,0.8417191016852542
1913,1223,0.8416964570919212
1622,1712,0.8416586809861155
0715,1121,0.8416517824939515
2525,1433,0.841629439481566
0935,0722,0.8415395662985253
2213,1933,0.8415151695157489
0235,1012,0.8415035440220306
0633,0314,0.8414941576339078
0612,1224,0.8414680219942362
1113,0633,0.8414437181672302
1431,1654,0.841415029464703
1523,2011,0.8414018897807074
1532,1225,0.84137115217007
1923,1113,0.8413690796982375
1532,1422,0.8413385833455631
2234,1655,0.8412586793790112
0332,0212,0.841229797284522
2514,1432,0.8412200385567116
1125,1622,0.8412094197002389
1914,0122,0.8411870173067006
0623,0532,0.8411750400421157
1622,0933,0.8411678389472445
0433,0934,0.8411433725313607
0831,2211,0.8411164347823564
0813,0915,0.8411054175170343
1011,1223,0.8411022115953739
0921,2013,0.8411020657525469
1654,2024,0.8410518055727035
1922,0734,0.841039572140781
0932,1731,0.841025314415975
1921,0221,0.840977589760551
1522,0925,0.8409509529051765
0713,0933,0.8409265240970096
0913,1935,0.840838779678212
1232,0814,0.8408229101580128
1131,0931,0.8407792138136211
1811,2011,0.8407644838924855
1214,0533,0.8407642862244128
0433,0222,0.8407635311032471
0134,2413,0.8406906331898832
0622,1214,0.8406873881415379
0923,0623,0.84067585567612
2211,1922,0.8406738868473038
1822,2411,0.8406415076320455
0421,1522,0.8406337117927696
0735,1235,0.840576750205676
2223,0211,0.8405645133211208
1115,1711,0.8405203764308781
0331,2211,0.8404381764454136
2511,2411,0.8404260343564671
1824,2411,0.8404116267915
2524,2422,0.8403878498869242
1014,0323,0.8403871103273896
1731,1522,0.8403786292797027
1125,2024,0.8403777590545535
1733,2424,0.8403658032471633
1024,1215,0.8403625701866843
1224,1033,0.8403015894551075
1924,1655,0.8402737462718544
1811,1113,0.8402261351018806
1531,1424,0.8402210728539394
0735,0913,0.8401878123805905
1421,0531,0.840182465142095
1024,0812,0.8401790689561028
0433,0122,0.84017880209254
1114,0324,0.8401438121322717
1813,0214,0.8401244454019385
1633,0430,0.8400905924058046
1434,0434,0.8400700550466267
0735,0333,0.8400552684340384
1412,1632,0.8400343595452953
0225,2411,0.840019749785144
0833,0734,0.8400063448784975
1813,1934,0.8399687182494243
1912,1011,0.8399531587680797
1424,0132,0.8399519692854795
0223,1513,0.8398647785391398
1633,1634,0.8398539306642738
1212,0621,0.8398458511846068
1432,0431,0.8398408029640106
1931,0732,0.8398258481171851
1911,1821,0.8398014561429082
1224,0221,0.8397796658277639
1634,0221,0.839758669870608
0815,1922,0.8397559798600224
0224,1824,0.83973606748234
0322,1413,0.8397288636469464
0511,1224,0.8397123917439073
1631,0935,0.8397080421077296
1134,1933,0.8396959171101791
2211,2522,0.83966861628258
1831,1513,0.8396553624612079
1032,1611,0.8396390519013736
1933,2525,0.8396294005056631
1624,0822,0.839601470897096
1824,1115,0.8395945279647461
2424,1623,0.8395599249855692
0612,2031,0.8395051485368217
2431,1811,0.8394559726830275
0632,1651,0.8394473419567765
1923,0221,0.8394371130114597
0831,0815,0.8394336686961866
0222,1724,0.8394296797414837
0712,1013,0.839396546637242
0334,0235,0.839337342342144
0233,0712,0.8392893568653399
0622,2412,0.8392602820148537
1231,0933,0.8392498292058564
2424,1414,0.8392463384061705
1012,2511,0.8392223267682801
1813,0714,0.8391752112762877
0933,2234,0.8391711409249154
0712,0423,0.8391463577689594
0834,1632,0.8391303256975647
1713,0431,0.8391125006807894
0821,1121,0.8390893422528779
1924,1225,0.839083948674342
1513,1024,0.8390827495184774
0722,0725,0.8390698259107858
0133,0223,0.8390388721036373
0215,1834,0.8390202564510955
1633,1934,0.8390076310020418
0631,0932,0.8390015692432564
0423,0612,0.8389802461992584
1524,0522,0.838979216263257
0313,2511,0.8389770943794177
0813,0333,0.8389629025388051
2524,2411,0.8389242156886699
0222,1914,0.8389153368635865
1631,1513,0.8388755465440968
0234,0923,0.8388697246601207
1911,1923,0.8388690700011107
0614,0825,0.8388204243398648
0834,0915,0.8388151119735149
0133,0413,0.838800234741082
1923,1424,0.8387823207443177
1731,1813,0.8387672696212803
0832,2024,0.8387130110328578
0924,0232,0.8387072156881852
0633,0714,0.838685568245311
1631,0711,0.8386345242607638
2514,0113,0.8386266009563456
1024,0211,0.838600378115977
1412,1414,0.8385707835615951
2411,1413,0.8385626782029543
0712,2535,0.8385577400710791
0935,0712,0.8385329375053494
0221,0623,0.8384908372360291
1823,0735,0.8384733322108306
1115,0211,0.8384472695613684
0122,1813,0.8384462536249875
0224,2012,0.8384259856224707
0922,0121,0.838308644214315
0512,0513,0.8382543722218257
0430,1221,0.838238244667988
2533,0434,0.8382183687635621
1912,0513,0.8381882722266127
1933,1632,0.8381379846291069
1223,1922,0.8381284722482808
0623,1532,0.8381145211949335
1733,1814,0.8380791901636191
0825,1032,0.8380411617503295
1522,0121,0.8380363529044904
0935,0831,0.8380182048113881
1232,0223,0.8380052594918646
1822,1623,0.8379225026798599
0712,1811,0.8379003870495448
2514,0312,0.8378775680789932
0921,1223,0.8378767167733834
0322,1522,0.8378711607458539
0531,2532,0.8378185084023638
0231,1212,0.837795229160111
0631,1231,0.837794899424823
1513,1711,0.83778556553982
1222,1215,0.8377161122110433
1812,0314,0.8376715746608201
0821,1225,0.8376375192885684
1632,1131,0.8376320375056169
1433,1512,0.8376182002375896
1931,0313,0.8376057117128591
0213,0831,0.8375321476544486
0612,0833,0.8375262189399866
1653,1414,0.8375091397617997
1822,0312,0.8374985240002496
2535,1032,0.8374932875763977
0433,0732,0.8374871013646733
1223,1431,0.8374385458693776
1912,0221,0.8374305492442498
1413,0922,0.8374151016103737
1654,2431,0.8374143102670265
2011,0411,0.8374022755095577
1524,2431,0.8373862685152381
1421,0331,0.8373834840837672
0132,1222,0.8373666834810971
0832,1223,0.8373090559332714
1832,1935,0.8372993229353932
1924,1421,0.8372681040495583
1012,0614,0.8372552660342107
1634,1221,0.8372025755138365
0214,0432,0.8371960746689895
1655,1012,0.8371849135437439
2013,2024,0.837167652058395
0935,0411,0.8371575877427291
1031,1931,0.837142098448281
0322,2411,0.8370940100438596
1121,0811,0.8370790459908859
2424,1432,0.8370752113612578
2031,1631,0.8370173261517888
0212,0331,0.8369573378678815
2232,0523,0.8369294037557489
1911,0433,0.8369054088624732
2511,1724,0.8369002431653735
0123,0914,0.8368723761169123
2514,0414,0.8368464289625643
2411,1124,0.8368218304444958
0725,2515,0.836785222358105
0235,1523,0.8367851908180083
1834,1432,0.8367671495051892
0430,1834,0.8367669374021123
0422,0121,0.8367240713895111
0411,1924,0.8366928804437487
1731,1613,0.8366878678954451
0614,1421,0.8366831029013925
1211,0523,0.8366415048502596
1711,1214,0.8366215780127471
0935,0631,0.8366004423650322
1652,1631,0.8365788938592795
0114,1822,0.8365444340011915
0225,1634,0.8364194700469719
0633,0312,0.8363302322261048
0211,0912,0.836321302396343
0232,1421,0.8363063133227849
0933,0431,0.8362541232781691
1421,1134,0.8362274923364399
1822,0113,0.8362145198987039
0724,2514,0.8361982510270659
0932,1631,0.8361717520498438
0111,0312,0.8361614013493327
1424,1434,0.8361461797771056
1424,1433,0.8361205095419552
0924,0814,0.8360799467653094
2514,1532,0.8360768092317844
1654,0432,0.8360353734807955
2522,0633,0.8360352398771379
0631,0112,0.8359751897991614
1731,0921,0.8359641793808014
1813,0712,0.8359416802031664
